plantbarcode,experiment,datetime,jobdate,cameralabel,frameid,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,obj_in_frame,unique_roi,gtype,idate,n_roi,n_uniqueroi
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,8,Fmp,t40_ALon,1,79.7449,0.3006,0.0209,0.0633,0.0239,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,9,Fp,t60_ALon,0,49.3901,0.13,0.7927,0.0361,0.2299,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,9,Fp,t60_ALon,1,26.1679,0.0641,1.9099,0.0516,0.3521,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,10,Fmp,t60_ALon,0,56.7358,0.13,0.7927,0.0361,0.2299,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,10,Fmp,t60_ALon,1,27.8885,0.0641,1.9099,0.0516,0.3521,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,11,Fp,t80_ALon,0,34.8513,0.1835,1.3629,0.0403,0.204,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,11,Fp,t80_ALon,1,20.3487,0.0781,2.6893,0.0626,0.3887,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,12,Fmp,t80_ALon,0,42.7126,0.1835,1.3629,0.0403,0.204,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,12,Fmp,t80_ALon,1,21.9462,0.0781,2.6893,0.0626,0.3887,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,13,Fp,t100_ALon,0,30.796,0.2253,1.5308,0.044,0.1975,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,13,Fp,t100_ALon,1,19.2513,0.0823,2.8799,0.0668,0.3903,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,14,Fmp,t100_ALon,0,39.7885,0.2253,1.5308,0.044,0.1975,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,14,Fmp,t100_ALon,1,20.8654,0.0823,2.8799,0.0668,0.3903,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,15,Fp,t120_ALon,0,29.3967,0.2597,1.5341,0.044,0.2178,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,15,Fp,t120_ALon,1,19.2885,0.0995,2.7915,0.0677,0.3998,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,16,Fmp,t120_ALon,0,39.7677,0.2597,1.5341,0.044,0.2178,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,16,Fmp,t120_ALon,1,21.3641,0.0995,2.7915,0.0677,0.3998,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,17,Fp,t140_ALon,0,28.5215,0.2853,1.5235,0.0436,0.2305,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,17,Fp,t140_ALon,1,19.8936,0.1001,2.6766,0.0663,0.4056,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,18,Fmp,t140_ALon,0,39.9742,0.2853,1.5235,0.0436,0.2305,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,18,Fmp,t140_ALon,1,22.0731,0.1001,2.6766,0.0663,0.4056,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,19,Fp,t160_ALon,0,27.8768,0.3058,1.5088,0.0442,0.2435,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,19,Fp,t160_ALon,1,20.8115,0.1138,2.4565,0.0661,0.3839,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,20,Fmp,t160_ALon,0,40.2583,0.3058,1.5088,0.0442,0.2435,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,20,Fmp,t160_ALon,1,23.4795,0.1138,2.4565,0.0661,0.3839,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,21,Fp,t180_ALon,0,27.2855,0.319,1.516,0.045,0.2542,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,21,Fp,t180_ALon,1,22.0577,0.1172,2.2548,0.0696,0.3987,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,22,Fmp,t180_ALon,0,40.1889,0.319,1.516,0.045,0.2542,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,22,Fmp,t180_ALon,1,25.0077,0.1172,2.2548,0.0696,0.3987,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,23,Fp,t200_ALon,0,26.7638,0.3304,1.5224,0.0447,0.2558,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,23,Fp,t200_ALon,1,23.4923,0.1242,2.0316,0.064,0.3893,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,24,Fmp,t200_ALon,0,40.0919,0.3304,1.5224,0.0447,0.2558,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,24,Fmp,t200_ALon,1,26.8936,0.1242,2.0316,0.064,0.3893,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,25,Fp,t220_ALon,0,26.2675,0.3392,1.536,0.0454,0.2568,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,25,Fp,t220_ALon,1,24.8308,0.1314,1.8414,0.0621,0.3485,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,26,Fmp,t220_ALon,0,39.8767,0.3392,1.536,0.0454,0.2568,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,26,Fmp,t220_ALon,1,28.6744,0.1314,1.8414,0.0621,0.3485,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,27,Fp,t240_ALon,0,25.8223,0.3458,1.5532,0.046,0.259,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,27,Fp,t240_ALon,1,26.2551,0.1296,1.6922,0.0615,0.3222,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,28,Fmp,t240_ALon,0,39.6114,0.3458,1.5532,0.046,0.259,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,28,Fmp,t240_ALon,1,30.2564,0.1296,1.6922,0.0615,0.3222,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,29,Fp,t260_ALon,0,25.4089,0.3555,1.5569,0.046,0.2605,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,29,Fp,t260_ALon,1,27.4333,0.1321,1.5696,0.0603,0.3092,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,30,Fmp,t260_ALon,0,39.5591,0.3555,1.5569,0.046,0.2605,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,30,Fmp,t260_ALon,1,31.6641,0.1321,1.5696,0.0603,0.3092,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,31,Fp,t280_ALon,0,25.0585,0.3632,1.5621,0.0462,0.2647,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,31,Fp,t280_ALon,1,28.3705,0.1311,1.4859,0.057,0.2867,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,32,Fmp,t280_ALon,0,39.493,0.3632,1.5621,0.0462,0.2647,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,32,Fmp,t280_ALon,1,32.6897,0.1311,1.4859,0.057,0.2867,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,33,Fp,t300_ALon,0,24.8496,0.3688,1.5613,0.0473,0.2696,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,33,Fp,t300_ALon,1,29.4551,0.1256,1.4087,0.0549,0.27,TRUE,TRUE,AP16,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,34,Fmp,t300_ALon,0,39.5234,0.3688,1.5613,0.0473,0.2696,TRUE,TRUE,Col-0,6,2,2
A1,amiRNA_psII,2020-03-07T20:01:54Z,2020-03-08,PSII0,34,Fmp,t300_ALon,1,33.741,0.1256,1.4087,0.0549,0.27,TRUE,TRUE,AP16,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,1,Fo,FvFm,0,54.7311,0.5561,0,0.0968,0,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,1,Fo,FvFm,1,12.9586,0.8255,0,0.0246,0,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,2,Fm,FvFm,0,122.6742,0.5561,0,0.0968,0,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,2,Fm,FvFm,1,74.2931,0.8255,0,0.0246,0,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,7,Fp,t40_ALon,0,65.75,0.4536,0.0265,0.0827,0.0247,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,7,Fp,t40_ALon,1,19.8613,0.7259,0.0327,0.0203,0.0296,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,8,Fmp,t40_ALon,0,119.8485,0.4536,0.0265,0.0827,0.0247,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,8,Fmp,t40_ALon,1,72.2246,0.7259,0.0327,0.0203,0.0296,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,9,Fp,t60_ALon,0,49.4545,0.0762,1.3231,0.0392,0.3762,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,9,Fp,t60_ALon,1,42.0514,0.1941,0.4364,0.0421,0.1177,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,10,Fmp,t60_ALon,0,53.4886,0.0762,1.3231,0.0392,0.3762,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,10,Fmp,t60_ALon,1,52.0618,0.1941,0.4364,0.0421,0.1177,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,11,Fp,t80_ALon,0,37.4508,0.108,1.927,0.0483,0.2933,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,11,Fp,t80_ALon,1,31.6425,0.2318,0.8157,0.0426,0.1394,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,12,Fmp,t80_ALon,0,41.9583,0.108,1.927,0.0483,0.2933,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,12,Fmp,t80_ALon,1,41.1623,0.2318,0.8157,0.0426,0.1394,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,13,Fp,t100_ALon,0,34.7197,0.1251,2.0925,0.0542,0.2714,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,13,Fp,t100_ALon,1,27.1186,0.2971,0.9353,0.0491,0.1299,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,14,Fmp,t100_ALon,0,39.6705,0.1251,2.0925,0.0542,0.2714,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,14,Fmp,t100_ALon,1,38.4992,0.2971,0.9353,0.0491,0.1299,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,15,Fp,t120_ALon,0,33.6402,0.1354,2.1569,0.0591,0.3048,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,15,Fp,t120_ALon,1,25.263,0.3438,0.9362,0.0515,0.1191,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,16,Fmp,t120_ALon,0,38.8864,0.1354,2.1569,0.0591,0.3048,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,16,Fmp,t120_ALon,1,38.4275,0.3438,0.9362,0.0515,0.1191,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,17,Fp,t140_ALon,0,32.9962,0.1425,2.1945,0.067,0.3481,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,17,Fp,t140_ALon,1,23.9535,0.3754,0.9433,0.0527,0.12,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,18,Fmp,t140_ALon,0,38.5871,0.1425,2.1945,0.067,0.3481,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,18,Fmp,t140_ALon,1,38.2815,0.3754,0.9433,0.0527,0.12,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,19,Fp,t160_ALon,0,32.4621,0.1561,2.1972,0.0685,0.3771,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,19,Fp,t160_ALon,1,22.8927,0.4014,0.9478,0.0526,0.12,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,20,Fmp,t160_ALon,0,38.6023,0.1561,2.1972,0.0685,0.3771,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,20,Fmp,t160_ALon,1,38.1956,0.4014,0.9478,0.0526,0.12,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,21,Fp,t180_ALon,0,31.9886,0.1587,2.2328,0.0714,0.3888,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,21,Fp,t180_ALon,1,22.0709,0.4181,0.9632,0.0538,0.1242,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,22,Fmp,t180_ALon,0,38.1742,0.1587,2.2328,0.0714,0.3888,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,22,Fmp,t180_ALon,1,37.9011,0.4181,0.9632,0.0538,0.1242,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,23,Fp,t200_ALon,0,31.5076,0.1641,2.2598,0.0676,0.3723,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,23,Fp,t200_ALon,1,21.3374,0.4316,0.9835,0.0543,0.1282,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,24,Fmp,t200_ALon,0,37.7992,0.1641,2.2598,0.0676,0.3723,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,24,Fmp,t200_ALon,1,37.514,0.4316,0.9835,0.0543,0.1282,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,25,Fp,t220_ALon,0,31.1098,0.1659,2.2945,0.0706,0.3862,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,25,Fp,t220_ALon,1,20.7888,0.4403,1.0042,0.055,0.1297,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,26,Fmp,t220_ALon,0,37.4508,0.1659,2.2945,0.0706,0.3862,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,26,Fmp,t220_ALon,1,37.1295,0.4403,1.0042,0.055,0.1297,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,27,Fp,t240_ALon,0,30.4962,0.1764,2.323,0.0721,0.4123,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,27,Fp,t240_ALon,1,20.3292,0.45,1.014,0.0547,0.1313,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,28,Fmp,t240_ALon,0,37.1515,0.1764,2.323,0.0721,0.4123,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,28,Fmp,t240_ALon,1,36.9521,0.45,1.014,0.0547,0.1313,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,29,Fp,t260_ALon,0,30.322,0.1748,2.3477,0.068,0.4239,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,29,Fp,t260_ALon,1,20.0088,0.4585,1.0148,0.0545,0.1318,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,30,Fmp,t260_ALon,0,36.9432,0.1748,2.3477,0.068,0.4239,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,30,Fmp,t260_ALon,1,36.9433,0.4585,1.0148,0.0545,0.1318,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,31,Fp,t280_ALon,0,30.2273,0.1751,2.3589,0.0686,0.4372,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,31,Fp,t280_ALon,1,19.7532,0.4675,1.007,0.0533,0.1336,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,32,Fmp,t280_ALon,0,36.803,0.1751,2.3589,0.0686,0.4372,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,32,Fmp,t280_ALon,1,37.0968,0.4675,1.007,0.0533,0.1336,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,33,Fp,t300_ALon,0,29.8939,0.1798,2.375,0.0687,0.4452,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,33,Fp,t300_ALon,1,19.5236,0.474,1.0068,0.0537,0.1361,TRUE,TRUE,AP101,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,34,Fmp,t300_ALon,0,36.6705,0.1798,2.375,0.0687,0.4452,TRUE,TRUE,AP42,6,2,2
A2,amiRNA_psII,2020-03-07T20:08:52Z,2020-03-08,PSII0,34,Fmp,t300_ALon,1,37.1146,0.474,1.0068,0.0537,0.1361,TRUE,TRUE,AP101,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,1,Fo,FvFm,0,17.9938,0.8235,0,0.0192,0,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,1,Fo,FvFm,1,16.6227,0.8264,0,0.0196,0,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,2,Fm,FvFm,0,102.0269,0.8235,0,0.0192,0,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,2,Fm,FvFm,1,95.7741,0.8264,0,0.0196,0,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,7,Fp,t40_ALon,0,21.0978,0.7873,0.0304,0.0121,0.0245,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,7,Fp,t40_ALon,1,19.2052,0.7945,0.0274,0.0127,0.024,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,8,Fmp,t40_ALon,0,99.2335,0.7873,0.0304,0.0121,0.0245,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,8,Fmp,t40_ALon,1,93.4854,0.7945,0.0274,0.0127,0.024,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,9,Fp,t60_ALon,0,52.5546,0.1398,0.679,0.035,0.1463,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,9,Fp,t60_ALon,1,45.1905,0.1466,0.8169,0.0382,0.1543,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,10,Fmp,t60_ALon,0,61.0588,0.1398,0.679,0.035,0.1463,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,10,Fmp,t60_ALon,1,52.9234,0.1466,0.8169,0.0382,0.1543,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,11,Fp,t80_ALon,0,34.8307,0.1872,1.3848,0.04,0.1555,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,11,Fp,t80_ALon,1,32.0588,0.2045,1.3783,0.0415,0.1425,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,12,Fmp,t80_ALon,0,42.8687,0.1872,1.3848,0.04,0.1555,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,12,Fmp,t80_ALon,1,40.3219,0.2045,1.3783,0.0415,0.1425,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,13,Fp,t100_ALon,0,31.0932,0.234,1.5163,0.0418,0.1797,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,13,Fp,t100_ALon,1,28.9621,0.2532,1.4711,0.0421,0.1658,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,14,Fmp,t100_ALon,0,40.616,0.234,1.5163,0.0418,0.1797,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,14,Fmp,t100_ALon,1,38.8171,0.2532,1.4711,0.0421,0.1658,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,15,Fp,t120_ALon,0,30.1407,0.2748,1.4596,0.0408,0.1983,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,15,Fp,t120_ALon,1,27.9665,0.2894,1.4366,0.0415,0.1867,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,16,Fmp,t120_ALon,0,41.6047,0.2748,1.4596,0.0408,0.1983,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,16,Fmp,t120_ALon,1,39.4114,0.2894,1.4366,0.0415,0.1867,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,17,Fp,t140_ALon,0,29.6145,0.3037,1.4048,0.0396,0.2028,TRUE,TRUE,AP32,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,17,Fp,t140_ALon,1,27.3025,0.316,1.4037,0.0423,0.2008,TRUE,TRUE,AP83,6,2,2
A3,amiRNA_psII,2020-03-07T20:15:52Z,2020-03-08,PSII0,18,Fmp,t140_ALon,0,42.5891,0.3037,1.4048,0.0396,0.2028,TRUE,TRUE,AP32,6,2,2
