plantbarcode,experiment,datetime,jobdate,cameralabel,frameid,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,obj_in_frame,unique_roi,gtype,idate,n_roi,n_uniqueroi
C7,amiRNA_psII,2020-03-11T23:22:28Z,2020-03-12,PSII0,34,Fmp,t300_ALon,0,41.401,0.4073,1.1329,0.0431,0.1626,TRUE,TRUE,AP83,2,2,2
C7,amiRNA_psII,2020-03-11T23:22:28Z,2020-03-12,PSII0,34,Fmp,t300_ALon,1,34.7977,0.5026,1.1935,0.0462,0.171,TRUE,TRUE,AP37,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,1,Fo,FvFm,0,82.2207,0.4345,0,0.089,0,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,1,Fo,FvFm,1,17.1935,0.8098,0,0.0276,0,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,2,Fm,FvFm,0,143.3333,0.4345,0,0.089,0,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,2,Fm,FvFm,1,90.6892,0.8098,0,0.0276,0,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,7,Fp,t40_ALon,0,93.3339,0.3561,0.0085,0.0766,0.0134,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,7,Fp,t40_ALon,1,28.1634,0.6831,0.0246,0.0214,0.0248,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,8,Fmp,t40_ALon,0,143.3024,0.3561,0.0085,0.0766,0.0134,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,8,Fmp,t40_ALon,1,88.9199,0.6831,0.0246,0.0214,0.0248,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,9,Fp,t60_ALon,0,60.937,0.053900000000000003,1.2243,0.0314,0.2787,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,9,Fp,t60_ALon,1,47.153,0.1597,0.63,0.0349,0.1762,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,10,Fmp,t60_ALon,0,64.3812,0.053900000000000003,1.2243,0.0314,0.2787,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,10,Fmp,t60_ALon,1,56.0766,0.1597,0.63,0.0349,0.1762,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,11,Fp,t80_ALon,0,43.6398,0.0732,2.043,0.041,0.3576,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,11,Fp,t80_ALon,1,34.5932,0.2142,1.0732,0.0421,0.2042,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,12,Fmp,t80_ALon,0,47.0992,0.0732,2.043,0.041,0.3576,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,12,Fmp,t80_ALon,1,44.0824,0.2142,1.0732,0.0421,0.2042,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,13,Fp,t100_ALon,0,39.7233,0.0804,2.3198,0.0437,0.3793,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,13,Fp,t100_ALon,1,31.5596,0.2648,1.1236,0.0426,0.205,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,14,Fmp,t100_ALon,0,43.2131,0.0804,2.3198,0.0437,0.3793,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,14,Fmp,t100_ALon,1,42.9909,0.2648,1.1236,0.0426,0.205,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,15,Fp,t120_ALon,0,37.7356,0.0886,2.4657,0.0438,0.4035,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,15,Fp,t120_ALon,1,31.0268,0.3066,1.038,0.041,0.2047,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,16,Fmp,t120_ALon,0,41.4057,0.0886,2.4657,0.0438,0.4035,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,16,Fmp,t120_ALon,1,44.8507,0.3066,1.038,0.041,0.2047,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,17,Fp,t140_ALon,0,36.6293,0.0973,2.5372,0.0458,0.4052,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,17,Fp,t140_ALon,1,30.7998,0.3345,0.9706,0.0387,0.1923,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,18,Fmp,t140_ALon,0,40.5738,0.0973,2.5372,0.0458,0.4052,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,18,Fmp,t140_ALon,1,46.3667,0.3345,0.9706,0.0387,0.1923,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,19,Fp,t160_ALon,0,35.9796,0.1042,2.5738,0.0467,0.3976,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,19,Fp,t160_ALon,1,30.4157,0.3528,0.9398,0.0381,0.1818,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,20,Fmp,t160_ALon,0,40.1623,0.1042,2.5738,0.0467,0.3976,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,20,Fmp,t160_ALon,1,47.064,0.3528,0.9398,0.0381,0.1818,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,21,Fp,t180_ALon,0,35.4997,0.1124,2.5869,0.0489,0.3874,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,21,Fp,t180_ALon,1,29.8333,0.3677,0.9303,0.0378,0.1739,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,22,Fmp,t180_ALon,0,40.0012,0.1124,2.5869,0.0489,0.3874,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,22,Fmp,t180_ALon,1,47.2614,0.3677,0.9303,0.0378,0.1739,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,23,Fp,t200_ALon,0,35.3468,0.119,2.5745,0.0488,0.3643,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,23,Fp,t200_ALon,1,29.2025,0.3803,0.9326,0.0365,0.1715,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,24,Fmp,t200_ALon,0,40.1121,0.119,2.5745,0.0488,0.3643,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,24,Fmp,t200_ALon,1,47.1838,0.3803,0.9326,0.0365,0.1715,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,25,Fp,t220_ALon,0,35.3479,0.1207,2.5672,0.049,0.3468,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,25,Fp,t220_ALon,1,28.7431,0.3889,0.9354,0.0362,0.1661,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,26,Fmp,t220_ALon,0,40.1903,0.1207,2.5672,0.049,0.3468,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,26,Fmp,t220_ALon,1,47.0982,0.3889,0.9354,0.0362,0.1661,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,27,Fp,t240_ALon,0,35.387,0.1249,2.5469,0.0491,0.3371,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,27,Fp,t240_ALon,1,28.3827,0.3975,0.9325,0.0365,0.1687,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,28,Fmp,t240_ALon,0,40.4209,0.1249,2.5469,0.0491,0.3371,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,28,Fmp,t240_ALon,1,47.1831,0.3975,0.9325,0.0365,0.1687,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,29,Fp,t260_ALon,0,35.3806,0.1313,2.522,0.0502,0.3303,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,29,Fp,t260_ALon,1,28.0718,0.4074,0.9216,0.036,0.1674,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,30,Fmp,t260_ALon,0,40.7186,0.1313,2.522,0.0502,0.3303,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,30,Fmp,t260_ALon,1,47.4419,0.4074,0.9216,0.036,0.1674,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,31,Fp,t280_ALon,0,35.4804,0.1326,2.5074,0.0506,0.3237,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,31,Fp,t280_ALon,1,27.9427,0.412,0.9157,0.035,0.1655,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,32,Fmp,t280_ALon,0,40.9037,0.1326,2.5074,0.0506,0.3237,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,32,Fmp,t280_ALon,1,47.5828,0.412,0.9157,0.035,0.1655,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,33,Fp,t300_ALon,0,35.5312,0.1355,2.4934,0.0515,0.3243,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,33,Fp,t300_ALon,1,27.755,0.4182,0.9089,0.0343,0.1654,TRUE,TRUE,AP19,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,34,Fmp,t300_ALon,0,41.0665,0.1355,2.4934,0.0515,0.3243,TRUE,TRUE,AP97,2,2,2
D1,amiRNA_psII,2020-03-11T23:29:30Z,2020-03-12,PSII0,34,Fmp,t300_ALon,1,47.7631,0.4182,0.9089,0.0343,0.1654,TRUE,TRUE,AP19,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,1,Fo,FvFm,0,8.5272,0.7716,0,0.0509,0,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,1,Fo,FvFm,1,15.2718,0.8353,0,0.0198,0,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,2,Fm,FvFm,0,37.2269,0.7716,0,0.0509,0,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,2,Fm,FvFm,1,92.6642,0.8353,0,0.0198,0,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,7,Fp,t40_ALon,0,9.8792,0.7246,0.0465,0.0325,0.0473,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,7,Fp,t40_ALon,1,18.2505,0.7978,0.0297,0.0129,0.0262,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,8,Fmp,t40_ALon,0,35.8723,0.7246,0.0465,0.0325,0.0473,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,8,Fmp,t40_ALon,1,90.2738,0.7978,0.0297,0.0129,0.0262,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,9,Fp,t60_ALon,0,18.4182,0.2374,0.5425,0.0629,0.1248,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,9,Fp,t60_ALon,1,55.2018,0.1597,0.4154,0.0346,0.1264,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,10,Fmp,t60_ALon,0,24.1815,0.2374,0.5425,0.0629,0.1248,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,10,Fmp,t60_ALon,1,65.6673,0.1597,0.4154,0.0346,0.1264,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,11,Fp,t80_ALon,0,17.2544,0.2241,0.67490000000000006,0.0694,0.1291,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,11,Fp,t80_ALon,1,34.5722,0.2073,1.1279,0.0441,0.1669,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,12,Fmp,t80_ALon,0,22.2717,0.2241,0.67490000000000006,0.0694,0.1291,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,12,Fmp,t80_ALon,1,43.6167,0.2073,1.1279,0.0441,0.1669,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,13,Fp,t100_ALon,0,15.8672,0.2684,0.7182,0.07,0.1306,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,13,Fp,t100_ALon,1,29.1173,0.257,1.3636,0.0477,0.1665,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,14,Fmp,t100_ALon,0,21.7136,0.2684,0.7182,0.07,0.1306,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,14,Fmp,t100_ALon,1,39.2346,0.257,1.3636,0.0477,0.1665,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,15,Fp,t120_ALon,0,15.0449,0.3095,0.7104,0.0692,0.1293,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,15,Fp,t120_ALon,1,27.3081,0.2951,1.3909,0.0474,0.1725,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,16,Fmp,t120_ALon,0,21.8129,0.3095,0.7104,0.0692,0.1293,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,16,Fmp,t120_ALon,1,38.8112,0.2951,1.3909,0.0474,0.1725,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,17,Fp,t140_ALon,0,14.419,0.3443,0.6941,0.066,0.1264,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,17,Fp,t140_ALon,1,26.4576,0.3215,1.3757,0.0458,0.1758,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,18,Fmp,t140_ALon,0,22.0233,0.3443,0.6941,0.066,0.1264,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,18,Fmp,t140_ALon,1,39.0708,0.3215,1.3757,0.0458,0.1758,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,19,Fp,t160_ALon,0,13.8684,0.3743,0.6804,0.0629,0.1239,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,19,Fp,t160_ALon,1,25.8507,0.3388,1.3703,0.0453,0.1814,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,20,Fmp,t160_ALon,0,22.2026,0.3743,0.6804,0.0629,0.1239,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,20,Fmp,t160_ALon,1,39.1789,0.3388,1.3703,0.0453,0.1814,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,21,Fp,t180_ALon,0,13.3374,0.3988,0.6784,0.0623,0.125,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,21,Fp,t180_ALon,1,25.2777,0.354,1.3687,0.0447,0.1834,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,22,Fmp,t180_ALon,0,22.2309,0.3988,0.6784,0.0623,0.125,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,22,Fmp,t180_ALon,1,39.2066,0.354,1.3687,0.0447,0.1834,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,23,Fp,t200_ALon,0,12.928,0.4142,0.6858,0.0606,0.1239,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,23,Fp,t200_ALon,1,24.8755,0.3643,1.3682,0.0448,0.182,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,24,Fmp,t200_ALon,0,22.1369,0.4142,0.6858,0.0606,0.1239,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,24,Fmp,t200_ALon,1,39.2218,0.3643,1.3682,0.0448,0.182,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,25,Fp,t220_ALon,0,12.5465,0.4258,0.703,0.059,0.1249,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,25,Fp,t220_ALon,1,24.5324,0.3742,1.3643,0.0451,0.1822,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,26,Fmp,t220_ALon,0,21.914,0.4258,0.703,0.059,0.1249,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,26,Fmp,t220_ALon,1,39.2884,0.3742,1.3643,0.0451,0.1822,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,27,Fp,t240_ALon,0,12.238,0.4328,0.7238,0.0597,0.1267,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,27,Fp,t240_ALon,1,24.2528,0.3821,1.3615,0.0454,0.182,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,28,Fmp,t240_ALon,0,21.6532,0.4328,0.7238,0.0597,0.1267,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,28,Fmp,t240_ALon,1,39.3397,0.3821,1.3615,0.0454,0.182,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,29,Fp,t260_ALon,0,11.9784,0.443,0.7293,0.0611,0.1247,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,29,Fp,t260_ALon,1,24.0693,0.3919,1.3418,0.0454,0.1805,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,30,Fmp,t260_ALon,0,21.5827,0.443,0.7293,0.0611,0.1247,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,30,Fmp,t260_ALon,1,39.6786,0.3919,1.3418,0.0454,0.1805,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,31,Fp,t280_ALon,0,11.7043,0.4491,0.7506,0.0615,0.1288,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,31,Fp,t280_ALon,1,23.9133,0.3998,1.327,0.0459,0.1807,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,32,Fmp,t280_ALon,0,21.3289,0.4491,0.7506,0.0615,0.1288,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,32,Fmp,t280_ALon,1,39.9366,0.3998,1.327,0.0459,0.1807,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,33,Fp,t300_ALon,0,11.4853,0.4564,0.7605,0.0617,0.1309,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,33,Fp,t300_ALon,1,23.8365,0.4071,1.3068,0.0457,0.1797,TRUE,TRUE,AP95,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,34,Fmp,t300_ALon,0,21.2133,0.4564,0.7605,0.0617,0.1309,TRUE,TRUE,AP76,2,2,2
D2,amiRNA_psII,2020-03-11T23:36:32Z,2020-03-12,PSII0,34,Fmp,t300_ALon,1,40.2936,0.4071,1.3068,0.0457,0.1797,TRUE,TRUE,AP95,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,1,Fo,FvFm,0,19.4213,0.809,0,0.0212,0,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,1,Fo,FvFm,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,2,Fm,FvFm,0,102.0532,0.809,0,0.0212,0,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,2,Fm,FvFm,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,7,Fp,t40_ALon,0,7.2283,0.9271,0.0303,0.0109,0.0249,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,7,Fp,t40_ALon,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,8,Fmp,t40_ALon,0,99.2986,0.9271,0.0303,0.0109,0.0249,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,8,Fmp,t40_ALon,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,9,Fp,t60_ALon,0,49.2763,0.219,0.6332,0.0336,0.19,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,9,Fp,t60_ALon,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,10,Fmp,t60_ALon,0,62.9652,0.219,0.6332,0.0336,0.19,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,10,Fmp,t60_ALon,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,11,Fp,t80_ALon,0,35.8356,0.1756,1.3928,0.0439,0.3199,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,11,Fp,t80_ALon,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,12,Fmp,t80_ALon,0,43.3768,0.1756,1.3928,0.0439,0.3199,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,12,Fmp,t80_ALon,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,13,Fp,t100_ALon,0,31.4763,0.2167,1.5944,0.0488,0.3498,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,13,Fp,t100_ALon,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,14,Fmp,t100_ALon,0,40.036,0.2167,1.5944,0.0488,0.3498,TRUE,TRUE,AP15,2,2,2
D3,amiRNA_psII,2020-03-11T23:43:34Z,2020-03-12,PSII0,14,Fmp,t100_ALon,1,NA,NA,NA,NA,NA,FALSE,TRUE,AP51,2,2,2
